LicNumber,LicName,LicPhone,LicFax,StoreAddress1,StoreAddress2,StoreAddress3,MailingAddress11,MailingAddress21,MailingAddress31,StoreCity,StorePC
76110000,CROWFOOT WINE & SPIRITS - DOWNTOWN,(403) 228-2286,(403) 228-6218,1402 14 STREET SW, , ,201-7422 CROWFOOT ROAD NW, , ,CALGARY,T3C 3T4
76129800,CALGARY CO-OP WINES & SPIRITS -,(403) 299-4333,(403) 299-4338,DALHOUSIE,5505 SHAGANAPPI TRAIL NW, ,DALHOUSIE,5505 SHAGANAPPI TRAIL NW, ,CALGARY,T3A 1Z6
76158200,BEDFORD LIQUOR,(403) 730-4828,(403) 731-0028,8-176 BEDFORD DRIVE NE, , ,8-176 BEDFORD DRIVE NE, , ,CALGARY,T3K 2M9
76158600,CALGARY CO-OP WINES & SPIRITS - MACLEOD,(403) 299-4288,(403) 299-4294,TRAIL,23-8720 MACLEOD TRAIL SE, ,TRAIL,23-8720 MACLEOD TRAIL SE, ,CALGARY,T2H 0M4
76159200,DAILY LIQUOR,(403) 301-7492,(403) 301-7452,7531 MACLEOD TRAIL SW, , ,7531 MACLEOD TRAIL SW, , ,CALGARY,T2H 0L8
76193100,TRANSCANADA LIQUOR,(403) 230-8522,(403) 230-8780,C-428 16 AVENUE NE, , ,C-428 16 AVENUE NE, , ,CALGARY,T2E 1K2
76198900,LIQUOR PALACE #3,(403) 204-9859,(403) 569-7190,5-4575 25 STREET SE, , ,5-4575 25 STREET SE, , ,CALGARY,T2B 3R9
76215100,CALGARY CO-OP WINES & SPIRITS - FOREST,(403) 299-4372,(403) 299-4376,LAWN,1A-3200 17 AVENUE SE, ,LAWN,1A-3200 17 AVENUE SE, ,CALGARY,T2A 0P9
76226200,SOBEYS LIQUOR (TUSCANY),(403) 375-0595,(403) 375-0597,1078-11300 TUSCANY BOULEVARD NW, , ,1020 64 AVENUE NE, , ,CALGARY,T3L 2V7
76234900,REAL CANADIAN LIQUOR STORE,(403) 257-6540,(403) 257-6541,300-4700 130 AVENUE SE, , ,300-4700 130 AVENUE SE, , ,CALGARY,T2Z 4E7
76244500,PAYLESS LIQUOR STORE,(403) 568-1085,(403) 293-6942,6-1085 FALCONRIDGE DRIVE NE, , ,556 PATTERSON GROVE SW, , ,CALGARY,T3J 3H4
76275600,WHITEHORNS LIQUOR STORE,(403) 568-1551,(403) 532-0616,9-4525 52 STREET NE, , ,9-4525 52 STREET NE, , ,CALGARY,T1Y 7M3
76293100,GLOBAL LIQUOR STORE #2,(403) 203-0285,(403) 720-3252,1-7248 OGDEN ROAD SE, , ,4738 HAMPTONS WAY NW, , ,CALGARY,T2C 1B6
76299200,FALSHIRE LIQUOR STORE,(403) 590-8367,(403) 590-8369,279-265 FALSHIRE DRIVE NE, , ,279-265 FALSHIRE DRIVE NE, , ,CALGARY,T3J 1T9
76309300,OLYMPIA LIQUOR STORE (WESTGATE),(403) 685-1114,(403) 685-1130,B-3708 17 AVENUE SW, , ,B-3708 17 AVENUE SW, , ,CALGARY,T3E 0B8
76328600,SOBEYS LIQUOR (BRIDLEWOOD),(403) 873-9202,(403) 873-9226,BRIDLEWOOD SHOPPING CENTRE,803-2335 162 AVENUE SW, ,1020 64 AVENUE NE, , ,CALGARY,T2Y 4S6
76334500,REAL CANADIAN LIQUOR STORE,(403) 567-4240,(403) 567-4238,20 COUNTRY VILLAGE ROAD NE, , ,20 COUNTRY VILLAGE ROAD NE, , ,CALGARY,T3K 5Z2
76345200,BK BOWFORT LIQUOR STORE,(403) 247-4722,(403) 247-5014,97 BOWRIDGE DRIVE NW, , ,97 BOWRIDGE DRIVE NW, , ,CALGARY,T3B 3R6
76346500,SOBEYS LIQUOR (ROYAL OAK),(403) 226-7900,(403) 226-7015,303-8888 COUNTRY HILLS BOULEVARD NW, , ,1020 64 AVENUE NE, , ,CALGARY,T3G 5T4
76349100,VARSITY WINE MERCHANTS,(403) 286-2778,(403) 286-7553,412-4625 VARSITY DRIVE NW, , ,412-4625 VARSITY DRIVE NW, , ,CALGARY,T3A 0Z9
76352200,LIQUOR BOX,(403) 338-1268,(403) 338-1269,2112 CROWCHILD TRAIL NW, , ,2112 CROWCHILD TRAIL NW, , ,CALGARY,T2M 3Y7
76353100,STAR LIQUOR,(403) 735-2350,(403) 735-2351,106-2323 32 AVENUE NE, , ,1108 ABBEYDALE DRIVE NE, , ,CALGARY,T2E 6Z3
76359200,LIQUOR ON THE GO,(403) 279-3668,(403) 279-2669,104-3716 61 AVENUE SE, , ,104-3716 61 AVENUE SE, , ,CALGARY,T2C 1Z4
76369600,CHINOOK LIQUOR,(403) 258-1096,(403) 258-1096,107-6008 MACLEOD TRAIL SW, , ,107-6008 MACLEOD TRAIL SW, , ,CALGARY,T2H 0K1
76372300,LIQUOR CO,(403) 615-1515,(403) 281-5566,2-1110 CANTERBURY DRIVE SW, , ,63 BEACONSFIELD CRESCENT NW, , ,CALGARY,T2H 0Y8
76384100,B K LIQUOR STORE,(403) 288-0707,(403) 247-9783,A-4708 16 AVENUE NW, , ,A-4708 16 AVENUE NW, , ,CALGARY,T3B 0N1
76386800,A.J. LIQUOR,(403) 568-5123,(403) 568-4413,2303 68 STREET NE, , ,2303 68 STREET NE, , ,CALGARY,T1Y 6S4
76398400,LA BEER STOP,(403) 235-0414,(403) 235-1040,115-3608 17 AVENUE SE, , ,PO BOX 72037,GLENMORE LANDING PO, ,CALGARY,T2A 0R9
76405800,NEW BOMBAY LIQUOR STORE,(403) 313-5544,(403) 313-5544,3A-135 WHITEFIELD DRIVE NE, , ,3A-135 WHITEFIELD DRIVE NE, , ,CALGARY,T1Y 5X1
76405900,B K LIQUOR STORE #2,(403) 276-5500,(403) 730-9761,4814 CENTRE STREET NE, , ,4814 CENTRE STREET NE, , ,CALGARY,T2E 2Z7
76407200,HIGHLANDER LIQUOR STORE,(403) 777-1922,(403) 284-5474,2033 16 AVENUE NW, , ,2033 16 AVENUE NW, , ,CALGARY,T2M 0M3
76412200,CALGARY CO-OP WINES & SPIRITS - ROCKY,(403) 299-5490,(403) 299-5491,RIDGE,2002-11595 ROCKYVALLEY DRIVE NW, ,RIDGE,2002-11595 ROCKYVALLEY DRIVE NW, ,CALGARY,T3G 5Y6
76460400,SOMERSET LIQUOR STORE,(403) 201-2709,(403) 201-2709,16329-16315 SOMERCREST STREET SW, , ,16329-16331 SOMERCREST STREET SW, , ,CALGARY,T2Y 3M7
76473400,LIQUOR DEPOT AT WESTHILLS,(403) 531-3099,(403) 531-3098,WESTHILLS TOWNE CENTRE,264 STEWART GREEN SW, ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T3H 3C8
76473800,LIQUOR DEPOT AT WOODBINE,(403) 238-0799,(403) 238-0954,WOODBINE SQUARE,204-2525 WOODVIEW DRIVE SW, ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2W 4N4
76474000,LIQUOR DEPOT AT HUNTERHORN,(403) 296-1875,(403) 274-4126,550 64 AVENUE NE, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2K 6A8
76474100,LIQUOR DEPOT AT BRENTWOOD,(403) 289-2946,(403) 452-2885,750-3630 BRENTWOOD ROAD NW, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2L 1K8
76474200,LIQUOR DEPOT AT SARCEE,(403) 686-4248,(403) 686-4254,31-4604 37 STREET SW, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T3E 3C9
76474300,LIQUOR DEPOT AT MCKENZIE TOWN,(403) 257-5589,(403) 257-5782,20 HIGH STREET SE, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2Z 3T8
76474400,LIQUOR DEPOT AT 18TH STREET,(403) 720-3333,(403) 720-8110,RIVERBEND SHOPPING CENTRE,370-8338 18 STREET SE, ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2C 4E4
76489500,SKYWAY WINE & LIQUOR,(403) 250-5610,(403) 250-5611,D83R02-2000 AIRPORT ROAD NE, , ,600-501 18 AVENUE SW, , ,CALGARY,T2L 6W5
76498300,7 DAY LIQUOR LTD.,(403) 451-5151,NOFAX,BAY 2-4503 26 AVENUE SE, , ,3 ST ANDREWS PLACE, , ,CALGARY,T2B 2K4
76521800,STAR LIQUOR STORE,(403) 235-3870,(403) 398-4814,408 ERIN WOODS DRIVE SE, , ,408 ERIN WOODS DRIVE SE, , ,CALGARY,T2B 3C5
76530600,REAL CANADIAN LIQUOR STORE,(403) 590-3340,(403) 590-3339,100-3633 WESTWINDS DRIVE NE, , ,100-3633 WESTWINDS DRIVE NE, , ,CALGARY,T3J 5K3
76533900,SOBEYS LIQUOR (MILLRISE),(403) 873-0185,(403) 873-1569,3109-105 MILLRISE BOULEVARD SW, , ,1020 64 AVENUE NE, , ,CALGARY,T2Y 5G7
76535000,WOODBINE BK LIQUOR STORE,(403) 238-7740,(403) 247-9783,3-464 WOODBINE BOULEVARD SW, , ,3 464 WOODBINE BLVD SW, , ,CALGARY,T2W 5H7
76553800,OLYMPIA LIQUOR (EVERGREEN),(403) 873-5076,(403) 873-5078,302-2250 162 AVENUE SW, , ,302-2250 162 AVENUE SW, , ,CALGARY,T2Y 4Z9
76556200,PIAZZA WINE AND SPIRITS,(403) 265-3394,(403) 569-7190,921 GENERAL AVENUE NE, , ,921 GENERAL AVENUE NE, , ,CALGARY,T2E 9E1
76558100,CALGARY CO-OP WINES & SPIRITS - WEST,(403) 299-4405,(403) 299-4411,SPRINGS,600-917 85 STREET SW, ,SPRINGS,600-917 85 STREET SW, ,CALGARY,T3H 5Z9
76559800,CALGARY CO-OP WINES & SPIRITS - MIDTOWN,(403) 299-4233,(403) 299-4234,MARKET,1003 11 STREET SW, ,MARKET,102-1003 11 STREET SW, ,CALGARY,T2R 1G2
76562000,CROWFOOT WINE & SPIRITS- WEST MARKET,(403) 246-2600,(403) 246-2654,SQUARE,307-1851 SIROCCO DRIVE SW, ,201-7422 CROWFOOT ROAD NW, , ,CALGARY,T3H 4R5
76575500,STAR LIQUOR & WINE BOUTIQUE,(403) 726-1350,(403) 735-2351,242-15566 MCIVOR BOULEVARD SE, , ,106-2323 32 AVENUE NE, , ,CALGARY,T2Z 4Y2
76586200,MISSION WINE & LIQUOR MERCHANTS,(403) 228-6040,(403) 228-6593,14-2100 4 STREET SW, , ,14-2100 4 STREET SW, , ,CALGARY,T2S 1W7
76589900,LEE'S LIQUOR STORE,(403) 230-5062,(403) 230-5062,1-2610 CENTRE STREET NE, , ,1-2610 CENTRE STREET NE, , ,CALGARY,T2E 2V4
76601300,COSTCO CANADA LIQUOR,(403) 275-0784,(403) 275-0486,11592 SARCEE TRAIL NW, , ,11592 SARCEE TRAIL NW, , ,CALGARY,T3R 0A1
76604100,EDINBURGH LIQUORS,(403) 244-5260,(403) 244-5210,1247 12 AVENUE SW, , ,2571 CATALINA BOULEVARD NE, , ,CALGARY,T3C 3R8
76605400,LIQUOR EMPIRE,(403) 278-7843,(403) 278-7843,100-950 QUEENSLAND DRIVE SE, , ,100-950 QUEENSLAND DRIVE SE, , ,CALGARY,T2J 6E7
76609700,SUNDANCE WINE MARKET,(403) 254-4255,(403) 257-3134,17 SUNMILLS DRIVE SE, , ,17 SUNMILLS DRIVE SE, , ,CALGARY,T2X 2W6
76616100,HIGHLANDER WINE & SPIRITS - RICHMOND,(403) 233-2629,(403) 233-2627,2919 RICHMOND ROAD SW, , ,2919 RICHMOND ROAD SW, , ,CALGARY,T3E 4N3
76621100,CALGARY CO-OP WINES & SPIRITS -,(403) 299-4493,(403) 299-4495,CREEKSIDE,106-11988 SYMONS VALLEY ROAD NW, ,CREEKSIDE,106-11988 SYMONS VALLEY ROAD NW, ,CALGARY,T3P 0A3
76633400,TRANS CANADA LIQUOR BARN,(403) 296-0590,(780) 296-0592,216-1440 52 STREET NE, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2A 4T8
76633500,LIQUOR BARN AT VILLAGE SQUARE,(403) 296-0744,(403) 296-0741,115-2640 52 STREET NE, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T1Y 3R6
76645700,B.K. LIQUOR STORE #6 (BRIDGELAND),(403) 237-7746,NOFAX,833 1 AVENUE NE, , ,18 PATTERSON GREEN SW, , ,CALGARY,T2E 0C2
76650100,LIQUOR DEPOT AT ALTADORE,(403) 243-4933,(403) 243-4902,3504 19 STREET SW, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2T 4X6
76650200,LIQUOR DEPOT AT BRAESIDE,(403) 252-3657,(403) 252-4652,110A-1919 SOUTHLAND DRIVE SW, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2W 0K1
76650400,LIQUOR DEPOT AT FAIRMOUNT DRIVE,(403) 278-1078,(403) 278-8284,FAIRMOUNT PLACE,9919 FAIRMOUNT DRIVE SE, ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2J 0S3
76650500,LIQUOR DEPOT AT ELBOW DRIVE,(403) 252-9362,(403) 252-9361,90-10233 ELBOW DRIVE SW, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2W 1E8
76650600,LIQUOR DEPOT AT LAKE BONAVISTA,(403) 271-6767,(403) 271-4396,LAKE BONAVISTA PROMENADE,155-755 LAKE BONAVISTA DRIVE SE, ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2J 0N3
76650800,LIQUOR DEPOT AT WESTBROOK,(403) 242-6630,(403) 242-8013,WESTBROOK SHOPPING CENTRE,19-1200 37 STREET SW, ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T3C 1S2
76650900,LIQUOR DEPOT AT PETRO - MEMORIAL,(403) 235-1745,(403) 248-5213,3-120 36 STREET SE, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2A 1B6
76668400,BLACKFOOT LIQUOR CENTRE,(403) 287-9002,(403) 287-9562,311-723 46 AVENUE SE, , ,311-723 46 AVENUE SE, , ,CALGARY,T2G 2A4
76674500,REAL CANADIAN LIQUOR STORE,(403) 692-6240,(403) 692-6239,200-20 HERITAGE MEADOWS WAY SE, , ,200-20 HERITAGE MEADOWS WAY SE, , ,CALGARY,T2H 0B5
76680500,B K LIQUOR STORE #7,(403) 246-7838,(403) 246-7910,1630 37 STREET SW, , ,1630 37 STREET SW, , ,CALGARY,T3C 3P1
76685300,LIQUOR DEPOT AT BRAE CENTRE,(403) 238-5557,(403) 238-5606,25A-11440 BRAESIDE DRIVE SW, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2W 4X8
76698100,PAYLESS LIQUOR STORE,(403) 736-0536,(403) 735-3348,202-2066 18 AVENUE NE, , ,556 PATTERSON GROVE SW, , ,CALGARY,T2E 8N5
76700600,CALGARY LIQUOR STORE,(403) 246-4321,(403) 246-6099,3863 17 AVENUE SW, , ,3863 17 AVENUE SW, , ,CALGARY,T3E 0C3
76709800,LIQUOR DEPOT AT MOUNT ROYAL,(403) 229-2385,(403) 229-2367,1140 17 AVENUE SW, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2T 0B4
76736000,RB CANADIAN LIQUOR,(403) 258-1900,(403) 258-1911,1-7204 FAIRMOUNT DRIVE SE, , ,36 PANAMOUNT MANOR NW, , ,CALGARY,T2H 1Z1
76748500,REAL CANADIAN LIQUOR STORE,(403) 516-8540,(403) 516-8539,7020 4 STREET NW, , ,7240 4 STREET NW, , ,CALGARY,T2K 1C4
76749700,ABC LIQUOR STORE,(403) 640-4910,(403) 640-4963,24-430 ACADIA DRIVE SE, , ,120 RUNDLEFIELD CLOSE NE, , ,CALGARY,T2J 0B2
76749800,BEYOND LIQUOR WINE & SPIRITS,(403) 228-0920,18668630916,109-1805 14 STREET SW, , ,712 RUNDLERIDGE DRIVE NE, , ,CALGARY,T2T 3T1
76761300,GLENDALE LIQUOR,(403) 246-0067,NOFAX,22-2835 37 STREET SW, , ,22-2835 37 STREET SW, , ,CALGARY,T3E 3B3
76770400,ZYN AT BANKERS HALL,(403) 263-3519,NOFAX,145-315 8 AVENUE SW, , ,145-315 8 AVENUE SW, , ,CALGARY,T2P 4K1
76781400,CLOUD 9 LIQUOR STORE CONCOURSE A,(403) 532-1848,(403) 532-9463,2000 AIRPORT ROAD NE, , ,600-501 18 AVENUE SW, , ,CALGARY,T2E 6W5
76810600,CALGARY CO-OP LIQUOR STORE - KINGSLAND,(403) 252-2447,NOFAX,6907 MACLEOD TRAIL SW, , ,110-151 86 AVENUE SE, , ,CALGARY,T2H 0L6
76812100,OLYMPIA LIQUOR STORE,(403) 452-7300,(403) 452-7305,1915A CENTRE STREET NW, , ,1915A CENTRE STREET NW, , ,CALGARY,T2E 2S7
76829800,DEEP'S LIQUOR STORE,(403) 293-8484,(403) 293-7593,3-3250 60 STREET NE, , ,329 CORAL SPRINGS PLACE NE, , ,CALGARY,T1Y 3T5
76833600,ZYN THE WINE MARKET,(403) 543-8900,(403) 266-4736,100-1543 17 AVENUE SE, , ,100-1543 17 AVENUE SE, , ,CALGARY,T2G 1J9
76841800,MAX LIQUOR,(403) 508-7820,(403) 508-7825,100-6800 MEMORIAL DRIVE NE, , ,31 EDELWEISS DRIVE NW, , ,CALGARY,T2A 6V3
76861300,CALGARY CO-OP WINES & SPIRITS - HAMPTONS,(403) 375-0481,(403) 375-0484,710-1000 HAMPTONS DRIVE NW, , ,710-1000 HAMPTONS DRIVE NW, , ,CALGARY,T3A 6A7
76863800,CALGARY CO-OP WINES & SPIRITS - QUARRY,(403) 203-4834,(403) 203-4835,305-163 QUARRY PARK BOULEVARD SE, , ,PARK,305-163 QUARRY PARK BOULEVARD SE, ,CALGARY,T2C 5E1
76904200,LINCOLN PARK LIQUOR STORE,(403) 685-6649,(403) 532-2884,14-14 RICHARD WAY SW, , ,106 PANATELLA CRESCENT NW, , ,CALGARY,T3E 7M9
76908100,PENBROOKE LIQUOR,(403) 272-1800,NOFAX,3A-5320 8 AVENUE SE, , ,167 LAKESIDE GREENS COURT, , ,CALGARY,T2A 3P5
76910900,COLD BEER LIQUOR,(403) 455-9520,NOFAX,4347 MACLEOD TRAIL SW, , ,4347 MACLEOD TRAIL SW, , ,CALGARY,T2G 0A3
76922800,RADISSON LIQUOR & COLD BEER,(403) 248-1926,(403) 248-1926,121-575 28 STREET SE, , ,121-575 28 STREET SE, , ,CALGARY,T2A 6X1
76927200,SPRING LIQUOR JUNCTION,(403) 451-9057,(403) 451-9058,3417 26 AVENUE SW, , ,3417 26 AVENUE SW, , ,CALGARY,T3E 0N3
76928500,SKYWAY A LIQUOR,(403) 250-3474,NOFAX,2000 AIRPORT ROAD NE ARRIVALS LEVEL, , ,600-501 18 AVENUE SW, , ,CALGARY,T2E 6W5
76941500,SOBEYS LIQUOR (CRANSTON),(403) 257-9100,(403) 257-7050,CRANSTON,4010-356 CRANSTON ROAD SE, ,1020 64 AVENUE NE, , ,CALGARY,T3M 0J5
76947200,COSTCO CANADA LIQUOR,(403) 252-7129,(403) 252-6254,A-99 HERITAGE GATE SE, , ,83 HERITAGE GATE SE, , ,CALGARY,T2H 3A7
76952700,CALGARY CO-OP WINES & SPIRITS-CROWFOOT,(403) 299-5341,(403) 299-5347,39 CROWFOOT WAY NW, , ,39 CROWFOOT WAY NW, , ,CALGARY,T3G 2L4
76962500,ASPEN WINE & SPIRITS,(403) 239-4904,(403) 239-4996,130-366 ASPEN GLEN LANDING SW, , ,201-7422 CROWFOOT ROAD NW, , ,CALGARY,T3H 0N5
76962800,11-ELEVEN LIQUOR,(403) 457-0011,NOFAX,1-4100 MARLBOROUGH DRIVE NE, , ,141 CORAL REEF MANOR NE, , ,CALGARY,T2A 2Z5
76983900,KINGS LIQUOR #2,(403) 984-9222,NOFAX,2227-2213 CENTRE STREET NW, , ,2227-2213 CENTRE STREET NW, , ,CALGARY,T2E 2T4
76984900,DAILY LIQUOR,(403) 516-1217,NOFAX,8-5010 4 STREET NE, , ,8-5010 4 STREET NE, , ,CALGARY,T2K 5X8
76985000,LIQUOR BANK NORTHMOUNT,(403) 453-1615,(403) 453-1605,1342A NORTHMOUNT DRIVE NW, , ,44 ROCKCLIFF POINT NW, , ,CALGARY,T2L 0E6
76987500,PAYLESS LIQUOR STORE,(403) 250-0200,NOFAX,A-4804 EDMONTON TRAIL NE, , ,556 PATTERSON GROVE SW, , ,CALGARY,T2E 3V8
77004100,CALGARY CO-OP WINES & SPIRITS - NORTH,(403) 299-4268,(403) 299-4278,HILL,336 16 AVENUE NW, ,HILL,336 16 AVENUE NW, ,CALGARY,T2M 0H6
77008500,LIQUOR DEPOT AT MACLEOD TRAIL,(403) 640-1111,(403) 604-1113,SOUTHLAND CROSSING SHOPPING CENTRE,600-9737 MACLEOD TRAIL SW, ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2J 0P6
77018700,OAK & VINE WINE AND SPIRITS,(403) 453-2294,NOFAX,1030 16 AVENUE NW, , ,301-1026 16 AVENUE NW, , ,CALGARY,T2M 0K5
77027800,HIGHLANDER WINE & SPIRITS MARDA LOOP,(403) 262-7701,(403) 262-7741,2112 33 AVENUE SW, , ,2112 33 AVENUE SW, , ,CALGARY,T2T 1Z6
77033300,GRAPE WINE AND SPIRITS,(403) 270-9339,NOFAX,2-2104 KENSINGTON ROAD NW, , ,2-2104 KENSINGTON ROAD NW, , ,CALGARY,T2N 3R7
77042500,SPIRITS OF DOVER,(403) 569-0547,(403) 273-1868,4028 26 STREET SE, , ,210 DISCOVERY PLACE SW, , ,CALGARY,T2B 2Y4
77050300,LIQUOR DEPOT AT WALDEN,(403) 256-4837,(403) 256-4185,151 WALDEN GATES SE, , ,101-17220 STONY PLAIN ROAD, , ,CALGARY,T2X 0R2
77073000,ABBY'S LIQUOR,(403) 590-4893,(403) 590-4896,9-5008 WHITEHORN DRIVE NE, , ,20 CASTLEDALE GATE NE, , ,CALGARY,T1Y 1V1
77074500,J.WEBB WINE MERCHANT ON 17TH AVENUE,(403) 685-5218,NOFAX,2507 17 AVENUE SW, , ,C157-1600 90 AVENUE SW, , ,CALGARY,T3E 7V3
77097200,DAILY LIQUOR WINE AND SPIRITS,(403) 338-1171,(587) 350-2947,1336D 16 AVENUE NW, , ,1336D 16 AVENUE NW, , ,CALGARY,T2M 0L1
77099500,CANADA LIQUOR STORE,(403) 285-6700,(403) 285-1458,6825 26 AVENUE NE, , ,224 MACEWAN PARK VIEW NW, , ,CALGARY,T1Y 6M7
77109200,LIQUOR BANK DOWNTOWN,(403) 984-9298,(403) 453-1605,1105 14 STREET SW, , ,44 ROCKCLIFF POINT NW, , ,CALGARY,T3C 1C2
77110900,LIQUOR BANK,(403) 235-0348,(403) 235-0387,101-3509 17 AVENUE SE, , ,101-3509 17 AVENUE SE, , ,CALGARY,T2A 0R6
77131500,WOW LIQUOR,(403) 235-0924,(403) 235-0924,7-5269 MEMORIAL DRIVE SE, , ,210 CORAL SPRINGS BOULEVARD NE, , ,CALGARY,T2A 4V1
77139300,METRO LIQUOR STORE,(403) 567-8153,(403) 567-8154,3111-55 SKYVIEW RANCH ROAD NE, , ,2236-10 ASPEN STONE BOULEVARD SW, , ,CALGARY,T3N 0A6
77155000,WOODPARK LIQUOR STORE,(403) 251-6263,(403) 251-6264,14-523 WOODPARK BOULEVARD SW, , ,148 RAINBOW FALLS PASSAGE, , ,CALGARY,T2W 4J3
77159100,LIQUOR LANE - LIQUOR OUTLET,(403) 264-9987,(888) 868-4595,3106A 4 STREET NW, , ,3106A 4 STREET NW, , ,CALGARY,T2M 3A4
77159300,VINE ARTS WINE AND SPIRITS,(403) 290-0700,NOFAX,1310 1 STREET SW, , ,1310 1 STREET SW, , ,CALGARY,T2R 0V7
77162500,APPLEWOOD LIQUOR STORE,(403) 207-0155,NOFAX,1288 68 STREET SE, , ,1288 68 STREET SE, , ,CALGARY,T2A 7X7
77163100,STAR LIQUOR & WINE BOUTIQUE,(403) 984-4750,(403) 280-4064,20-2525 BRIDLECREST WAY SW, , ,106-2323 32 AVENUE NE, , ,CALGARY,T2Y 5J4
77165100,SELECT LIQUOR STORE,(403) 699-9946,NOFAX,5-2388 CRESTWOOD ROAD SE, , ,3 ST ANDREWS PLACE, , ,CALGARY,T2C 1J2
77189700,PREMIER WINE AND SPIRITS,(403) 457-4810,NOFAX,4810 16 STREET SW, , ,4810 16 STREET SW, , ,CALGARY,T2T 4J5
77193700,SOBEYS LIQUOR (STRATHCONA SQUARE),(403) 246-3239,(403) 246-3239,BEER,410-555 STRATHCONA BOULEVARD SW, ,1020 64 AVENUE NE, , ,CALGARY,T3H 2Z9
77195100,AB LIQUOR OUTLET #2,(403) 234-7082,(403) 226-7081,114-1725 32 AVENUE NE, , ,114-1725 32 AVENUE NE, , ,CALGARY,T2E 7C8
77211900,A-Z LIQUOR STORE,(403) 764-1530,(403) 457-1530,11257 30 STREET SW, , ,7 BLACKWELL BAY NW, , ,CALGARY,T2W 4N5
77213300,CROWFOOT WINE & SPIRITS - BOWNESS,(403) 286-8288,(403) 241-3245,BOWFORT ROAD PLAZA,400-8435 BOWFORT ROAD NW, ,201-7422 CROWFOOT ROAD NW, , ,CALGARY,T3B 2V2
77219800,VR WINE,(587) 353-8814,NOFAX,3106-8561 8A AVENUE SW, , ,3106-8561 8A AVENUE SW, , ,CALGARY,T3H 0V5
77224300,LIQUORAMA,(403) 273-1300,(403) 273-1372,140-1830 52 STREET SE, , ,140-1830 52 STREET SE, , ,CALGARY,T2B 1N1
77236900,SOLLY'S SPIRITS & WINES,(403) 269-6407,(403) 262-6349,839 6 AVENUE SW, , ,839 6 AVENUE SW, , ,CALGARY,T2P 0V3
77237700,CO-OP WINE SPIRITS BEER - SHAWNESSY,(403) 294-1966,NOFAX,80-250 SHAWVILLE BOULEVARD SE, , ,2570 SOUTHLAND DRIVE SW, , ,CALGARY,T2Y 2Z7
77241000,PREMIER WINE AND SPIRITS,(403) 460-2523,NOFAX,208G HADDON ROAD SW, , ,208 HADDON ROAD S W, , ,CALGARY,T2V 2Y7
77242100,SOBEYS LIQUOR (SILVERADO),(403) 234-0433,(403) 234-9446,BEER,422- 19369 SHERIFF KING STREET SW, ,1020 64 AVENUE NE, , ,CALGARY,T2X 0T9
77242800,CELLAR FINE WINES & SPIRITS,(403) 503-0730,NOFAX,100-137 8 AVENUE SW, , ,100-137 8 AVENUE SW, , ,CALGARY,T2P 1B4
77252400,LIQUOR BANK DALHOUSIE,(403) 719-8616,(403) 271-6659,24-34 EDGEDALE DRIVE NW, , ,134 ARBOUR STONE PLACE NW, , ,CALGARY,T3A 2R4
77259600,CROWFOOT WINE & SPIRITS - SPRINGBANK,(403) 242-2562,NOFAX,105-7460 SPRINGBANK BOULEVARD SW, , ,201-7422 CROWFOOT ROAD NW, , ,CALGARY,T3H 3Y1
77260100,FRIEND'S LIQUOR,(403) 280-0211,NOFAX,1122-4818 WESTWINDS DRIVE NE, , ,287 TARA COVE ESTATE DRIVE NE, , ,CALGARY,T3J 3Z5
77264900,OLYMPIA LIQUOR MACLEOD TRAIL,(403) 290-0362,(403) 290-0363,107-9950 MACLEOD TRAIL, , ,20-6624 CENTRE STREET SE, , ,CALGARY,T2J 3K9
77265000,OLYMPIA LIQUOR BEACON HEIGHTS,(403) 265-1331,(403) 265-1332,260-12024 SARCEE TRAIL NW, , ,20-6624 CENTRE STREET SE, , ,CALGARY,T3R 0J1
77268600,RIVERFRONT WINE & SPIRITS,(403) 475-7455,NOFAX,228 RIVERFRONT AVENUE SW, , ,228 RIVERFRONT AVENUE SW, , ,CALGARY,T2P 0A5
77271100,5 VINES WINE CRAFT BEER & SPIRITS,(587) 955-9221,NOFAX,218 12 AVENUE SE, , ,218 12 AVENUE SE, , ,CALGARY,T2G 1G9
